ID,State,Date,Day_of_Week,Time_of_Day,Weather_Conditions,Road_Conditions,Light_Conditions,Type_of_Road,Type_of_Junction,Type_of_Accident,Vehicle_Type,Driver_Age_Group,Num_Vehicles_Involved,Num_Casualties,Speed_Limit,Distance_to_Nearest_Hospital,Distance_to_Nearest_Police_Station,Visibility,Road_Width,Road_Surface_Friction_Coefficient,Vehicle_Speed,Time_Taken_for_Emergency_Response,New_Weather_Condition,New_Road_Condition,New_Driver_Age_Group
165547,Arkansas,10/2/2024 19:55,Wednesday,13:53:15,Sunny,Icy,1,Freeway,Intersection,Run-off-road,Bicycle,Senior,2,1,60,6.174519407,4.167443644,435.6182104,8.061318461,0.335331282,40,29.92790987,0,1,0
165548,Illinois,25/1/2024 11:53,Friday,1:24:35,Snowy,Dry,0,Urban,Intersection,Side collision,Truck,Young Adult,1,3,39,5.673548181,3.754676061,556.7161931,7.892762532,0.534989138,47,27.42115794,1,0,1
165549,Rhode Island,13/1/2024 10:32,Thursday,17:04:11,Rainy,Dry,0,Highway,Overpass,Rollover,Car,Young Adult,3,1,55,8.369807899,6.045063335,488.0281114,3.745467182,0.378786851,10,10.97283888,1,0,1
165550,Nebraska,21/1/2024 4:29,Monday,1:31:48,Snowy,Wet,0,Urban,Crossroads,Rollover,Truck,Senior,4,3,37,4.426982555,6.116763003,362.1872787,3.961196611,0.367192966,47,15.86380817,1,1,0
165551,Texas,2/2/2024 20:29,Thursday,20:35:42,Sunny,Muddy,1,Rural,Roundabout,Run-off-road,Bicycle,Young Adult,2,0,30,6.696129848,7.228543165,138.304874,8.591492362,0.922840515,35,23.30307747,0,1,1
165552,Louisiana,23/2/2024 15:39,Saturday,11:01:51,Stormy,Muddy,0,Freeway,Overpass,Side collision,Pedestrian,Teenager,3,2,48,7.576314463,4.962879535,942.3239541,4.30815352,0.872853326,78,23.05449706,1,1,1
165553,New Jersey,4/2/2024 19:03,Thursday,8:50:47,Rainy,Icy,1,Rural,Intersection,Run-off-road,Truck,Adult,4,3,36,8.361885602,8.070710309,944.2571768,NA,0.205988243,13,25.74686269,1,1,0
165554,Kansas,4/2/2024 12:35,Saturday,7:40:16,Foggy,Icy,0,Freeway,Intersection,Cyclist involved,Truck,Adult,1,0,59,5.400055663,2.874992232,687.2429774,NA,0.401069553,0,13.55434128,1,1,0
165555,New Jersey,6/1/2024 10:35,Wednesday,9:33:17,Snowy,Snowy,0,Highway,Intersection,Rear-end collision,Truck,Teenager,5,0,60,5.294417061,1.845829799,535.1676829,5.410738508,0.832623228,96,15.55536134,1,1,1
165556,North Carolina,6/1/2024 8:26,Sunday,8:34:32,Sunny,Muddy,1,Freeway,Crossroads,Rollover,Truck,Teenager,2,0,35,8.085345901,4.002566036,880.9592783,3.664209848,0.904115752,98,20.24589886,0,1,1
165557,Iowa,2/2/2024 4:48,Sunday,13:11:04,Foggy,Dry,1,Urban,Roundabout,Run-off-road,Pedestrian,Young Adult,5,1,49,3.003107868,2.579318326,942.9554585,NA,0.659490791,37,9.537220772,1,0,1
165558,South Carolina,9/1/2024 0:57,Sunday,5:02:10,Snowy,Wet,1,Highway,Overpass,Pedestrian involved,Car,Teenager,2,2,64,2.375662602,6.162136624,204.6171232,8.377359282,0.888799279,20,7.860302146,1,1,1
165559,West Virginia,6/1/2024 12:24,Wednesday,15:27:12,Rainy,Muddy,1,Urban,T-Junction,Rear-end collision,Motorcycle,Young Adult,1,2,39,9.389990083,3.690554014,832.716191,3.290965729,0.456122977,97,29.21087407,1,1,1
165560,Mississippi,29/1/2024 5:06,Wednesday,6:32:16,Sunny,Muddy,1,Rural,Underpass,Cyclist involved,Pedestrian,Adult,1,3,44,6.410955854,9.930099779,661.7687425,8.076880273,0.544303807,83,17.7715757,0,1,0
165561,Maine,21/2/2024 3:10,Friday,1:49:55,Foggy,Muddy,0,Freeway,Roundabout,Cyclist involved,Truck,Teenager,3,0,39,1.910503756,2.381961302,470.9202924,3.011147669,0.410067429,79,17.7715757,1,1,1
165562,Iowa,16/1/2024 4:49,Saturday,11:20:23,Foggy,Muddy,0,Street,NA,Rear-end collision,Car,Teenager,4,1,42,9.435161266,8.074717197,648.6995094,8.124176272,0.899065824,4,16.89677572,1,1,1
165563,North Dakota,1/2/2024 2:43,Tuesday,17:28:51,Stormy,Muddy,1,Freeway,T-Junction,Pedestrian involved,Car,Young Adult,5,0,31,2.570307553,3.430132828,537.193846,9.795004683,0.212654746,46,13.37562413,1,1,1
165564,Oklahoma,11/1/2024 6:52,Friday,2:39:35,Snowy,Snowy,1,Street,Underpass,Pedestrian involved,Pedestrian,Teenager,5,2,58,7.605125387,6.674852286,333.696411,6.812005746,0.125574739,30,23.94885834,1,1,1
165565,Oklahoma,7/2/2024 11:45,Sunday,0:21:24,Snowy,Dry,1,Freeway,Intersection,Rollover,Bicycle,Young Adult,5,0,58,1.202014665,7.189656054,852.7822138,6.801458998,0.203192482,19,15.80845941,1,0,1
165566,Delaware,7/2/2024 9:58,Tuesday,9:45:13,Stormy,Icy,1,Highway,Intersection,Run-off-road,Truck,Adult,5,1,32,8.600713507,1.709940808,488.4893438,9.437406355,0.898426134,97,29.98121184,1,1,0
165567,Virginia,24/2/2024 9:00,Monday,4:31:50,Sunny,Muddy,0,Freeway,NA,Head-on collision,Bicycle,Adult,4,0,50,8.247473678,9.95049797,430.4167613,8.615806794,0.313466551,21,8.973980856,0,1,0
165568,Mississippi,3/1/2024 12:28,Sunday,7:32:40,Stormy,Dry,0,Urban,Roundabout,Pedestrian involved,Car,Senior,5,3,60,2.367180982,4.693521433,599.612414,7.681277003,0.472222286,99,17.7715757,1,0,0
165569,Maryland,15/1/2024 11:23,Wednesday,21:25:52,Sunny,Dry,1,Freeway,Roundabout,Pedestrian involved,Bicycle,Young Adult,3,1,32,7.191399388,8.266084801,542.1994864,5.044070696,0.397347899,52,28.42989929,0,0,1
165570,Utah,11/1/2024 3:29,Saturday,16:08:45,Foggy,Snowy,1,Urban,Intersection,Rear-end collision,Truck,Senior,3,2,54,0.831106157,4.83861128,904.639672,7.220186144,0.856002058,45,18.46263649,1,1,0
165571,Minnesota,23/1/2024 7:13,Friday,16:16:08,Rainy,Icy,1,Freeway,Overpass,Rear-end collision,Truck,Adult,2,0,67,7.525140812,3.649589397,214.8686231,5.186081143,0.40823994,75,10.12609652,1,1,0
165572,Maryland,31/1/2024 9:14,Thursday,4:20:02,Stormy,Muddy,1,Urban,Roundabout,Pedestrian involved,Pedestrian,Senior,1,1,69,1.372871237,5.688392584,122.4556962,7.048291241,0.578184049,92,17.197279,1,1,0
165573,Washington,3/2/2024 8:24,Thursday,9:33:03,Rainy,Snowy,1,Highway,Underpass,Run-off-road,Car,Young Adult,5,0,64,8.543550496,9.139070734,800.9930202,6.478415251,0.712523928,50,22.59283483,1,1,1
165574,Kansas,26/1/2024 21:33,Thursday,22:38:04,Foggy,Wet,1,Urban,Underpass,Rollover,Truck,Young Adult,1,2,64,3.530624122,3.482538399,653.7869706,6.05627589,0.327268683,80,14.48432602,1,1,1
165575,Alabama,16/1/2024 19:24,Monday,7:08:48,Sunny,Dry,1,Street,Underpass,Head-on collision,Bicycle,Young Adult,2,0,40,9.947320297,7.556069631,342.474166,7.494107988,0.706176618,16,16.20380146,0,0,1
165576,Tennessee,5/2/2024 18:06,Sunday,2:45:47,Stormy,Dry,1,Urban,Underpass,Rear-end collision,Car,Young Adult,4,0,43,9.645107151,5.580420579,577.0133398,NA,0.636643031,18,7.73135536,1,0,1
165577,Tennessee,11/2/2024 1:04,Monday,1:10:59,Foggy,Wet,0,Freeway,Underpass,Side collision,Truck,Adult,1,2,47,1.828544748,6.843937399,514.229955,3.205392033,0.232548629,98,15.23727143,1,1,0
165578,Massachusetts,14/2/2024 11:55,Saturday,14:29:08,Rainy,Wet,1,Highway,Crossroads,Head-on collision,Truck,Senior,1,1,50,2.225333272,6.46622982,646.5268811,3.799957035,0.14427676,49,23.41193481,1,1,0
165579,Wisconsin,17/1/2024 23:32,Monday,9:14:10,Foggy,Icy,0,Freeway,Overpass,Rear-end collision,Truck,Young Adult,5,1,33,1.532332682,3.973255704,380.24354,8.66629936,0.821494346,46,21.84347471,1,1,1
165580,Arizona,13/2/2024 15:34,Sunday,5:14:40,Rainy,Wet,0,Rural,Underpass,Head-on collision,Pedestrian,Adult,4,1,56,1.784633335,7.864516481,476.653089,5.031837906,0.101670378,11,16.96085741,1,1,0
165581,Rhode Island,2/1/2024 6:01,Sunday,18:18:53,Sunny,Snowy,0,Rural,Underpass,Pedestrian involved,Motorcycle,Young Adult,2,2,33,3.709468949,8.571465476,342.6968221,6.293512783,0.794731759,98,19.63715683,0,1,1
165582,Delaware,5/1/2024 21:48,Sunday,13:50:05,Foggy,Muddy,0,Street,NA,Head-on collision,Motorcycle,Adult,3,2,49,1.050377511,3.074987153,595.3383302,4.87661612,0.496717652,67,27.5659235,1,1,0
165583,New Hampshire,5/2/2024 14:58,Friday,20:56:00,Stormy,Wet,0,Freeway,T-Junction,Cyclist involved,Motorcycle,Teenager,3,3,70,0.491808986,2.986163512,194.3043743,3.834849254,0.60614911,88,23.27885491,1,1,1
165584,Oklahoma,13/1/2024 3:16,Sunday,4:09:59,Sunny,Dry,0,Urban,NA,Rear-end collision,Motorcycle,Teenager,3,2,69,6.049157193,7.747099448,517.2966302,8.00748401,0.328718157,61,23.68967012,0,0,1
165585,Tennessee,4/2/2024 2:58,Friday,2:03:09,Rainy,Icy,1,Street,Underpass,Side collision,Car,Young Adult,5,2,48,8.524155699,2.826780391,781.5932455,8.421633388,0.302812379,88,18.62152945,1,1,1
165586,Oregon,13/2/2024 3:32,Saturday,9:35:47,Sunny,Muddy,1,Highway,T-Junction,Cyclist involved,Motorcycle,Senior,5,0,54,5.022643953,2.662750774,631.7383252,6.180970961,0.544753645,77,27.35965639,0,1,0
165587,Mississippi,28/1/2024 11:35,Tuesday,3:12:48,Foggy,Dry,0,Freeway,Crossroads,Cyclist involved,Car,Teenager,4,0,41,6.943206534,9.712385998,206.8631497,4.948319836,0.375078423,71,25.53940716,1,0,1
165588,Connecticut,9/2/2024 18:43,Saturday,9:12:19,Stormy,Dry,1,Urban,T-Junction,Rollover,Pedestrian,Teenager,5,3,50,9.99962016,3.442732062,949.2316411,8.196718615,0.432435539,48,15.80707452,1,0,1
165589,Pennsylvania,1/2/2024 15:46,Thursday,7:19:48,Sunny,Muddy,1,Street,Crossroads,Run-off-road,Motorcycle,Adult,4,3,31,2.012534898,9.381399085,839.7772301,NA,0.52748197,45,17.7715757,0,1,0
165590,Michigan,25/1/2024 6:07,Saturday,4:53:31,Sunny,Wet,0,Urban,Overpass,Rear-end collision,Bicycle,Senior,3,1,34,3.542378223,8.316053389,519.2064674,4.208671784,0.85447988,49,24.30627963,0,1,0
165591,Delaware,31/1/2024 12:07,Tuesday,23:06:41,Sunny,Muddy,0,Street,Roundabout,Side collision,Motorcycle,Adult,4,2,53,6.422834759,9.324497374,688.0301146,7.561424798,0.960909679,77,18.18118122,0,1,0
165592,Kentucky,13/2/2024 6:21,Saturday,10:25:46,Foggy,Muddy,1,Rural,Roundabout,Head-on collision,Car,Young Adult,4,1,66,2.636915159,9.356349562,199.0702425,5.938117348,0.89998879,20,28.63704647,1,1,1
165593,Oklahoma,30/1/2024 15:00,Saturday,18:22:14,Foggy,Muddy,1,Highway,Intersection,Head-on collision,Pedestrian,Senior,3,0,62,0.267259281,5.321430286,813.795725,5.782578305,0.209174698,75,29.02378347,1,1,0
165594,Pennsylvania,24/2/2024 5:24,Monday,21:20:11,Rainy,Icy,1,Highway,Underpass,Rear-end collision,Car,Adult,5,2,62,1.529117504,2.407270289,203.1278396,8.970515521,0.807435076,22,11.48845355,1,1,0
165595,Michigan,13/2/2024 0:14,Tuesday,3:31:12,Rainy,Muddy,1,Street,Roundabout,Side collision,Truck,Young Adult,3,2,45,0.327179492,6.247735269,338.8619888,7.552358493,0.55613573,22,23.62596631,1,1,1
165596,Idaho,8/2/2024 1:54,Saturday,2:48:45,Sunny,Wet,1,Street,Overpass,Side collision,Motorcycle,Adult,3,0,50,0.625393745,3.203004466,369.7705276,8.127919307,0.316323006,42,28.53473052,0,1,0
165597,Colorado,13/1/2024 7:20,Tuesday,19:48:34,Snowy,Snowy,0,Street,NA,Run-off-road,Bicycle,Teenager,3,1,33,7.791054968,3.574402238,567.0561136,5.657715052,0.23859409,39,29.39403365,1,1,1
165598,New Hampshire,29/1/2024 19:23,Friday,3:36:09,Foggy,Wet,0,Highway,Roundabout,Head-on collision,Motorcycle,Senior,4,3,50,9.723557472,2.067633071,305.1273125,7.750484753,0.912886532,83,15.69984688,1,1,0
165599,Illinois,16/2/2024 1:35,Sunday,10:14:39,Foggy,Muddy,0,Freeway,Underpass,Rollover,Bicycle,Adult,2,0,50,6.361183718,4.502284264,688.4510644,NA,0.118476117,94,9.614430491,1,1,0
165600,Louisiana,5/1/2024 20:37,Tuesday,6:55:22,Stormy,Wet,0,Highway,T-Junction,Rear-end collision,Bicycle,Adult,5,2,48,0.480400728,6.932278803,906.1702693,6.380293079,0.336263651,55,15.28313781,1,1,0
165601,West Virginia,24/2/2024 4:54,Tuesday,7:53:58,Stormy,Wet,1,Highway,T-Junction,Head-on collision,Truck,Adult,2,0,36,7.128307743,4.791212195,279.3756831,9.425498906,0.946196896,20,21.40026321,1,1,0
165602,Nevada,16/1/2024 13:20,Wednesday,5:12:16,Foggy,Snowy,1,Urban,Roundabout,Rollover,Motorcycle,Senior,5,2,67,6.839176099,5.91319133,956.3711206,NA,0.284372907,60,10.34835437,1,1,0
165603,Idaho,19/1/2024 14:27,Saturday,20:44:18,Stormy,Icy,1,Freeway,Crossroads,Head-on collision,Motorcycle,Young Adult,3,0,50,8.614924708,4.879632152,956.1660453,3.003123638,0.516469568,53,23.74980053,1,1,1
165604,Nevada,4/1/2024 15:16,Tuesday,16:56:57,Snowy,Muddy,1,Street,Underpass,Rollover,Pedestrian,Adult,4,3,59,0.278683447,6.781879442,183.1203334,6.557301233,0.73269397,30,17.7715757,1,1,0
165605,Wyoming,30/1/2024 23:11,Saturday,23:18:14,Sunny,Wet,1,Freeway,Overpass,Head-on collision,Truck,Senior,4,1,66,7.511436168,8.437797116,194.4795701,7.521176632,0.629904986,49,24.94053596,0,1,0
165606,Massachusetts,27/2/2024 11:48,Thursday,9:29:16,Stormy,Wet,0,Rural,Crossroads,Rear-end collision,Truck,Young Adult,5,2,49,3.272237744,5.679864466,605.8802973,3.026102295,0.699224407,14,9.630511578,1,1,1
165607,Delaware,11/1/2024 14:23,Friday,13:15:20,Rainy,Muddy,0,Street,T-Junction,Rollover,Truck,Teenager,1,1,42,9.334115123,9.530864447,732.412453,3.703933675,0.912445531,49,22.32613862,1,1,1
165608,Maine,13/1/2024 9:43,Monday,15:40:34,Snowy,Wet,1,Street,T-Junction,Pedestrian involved,Pedestrian,Adult,5,0,61,4.109216327,4.868351488,714.7536213,6.435287209,0.107005099,68,24.73051118,1,1,0
165609,Alabama,11/2/2024 18:58,Friday,11:08:42,Foggy,Snowy,0,Urban,Crossroads,Pedestrian involved,Bicycle,Senior,5,3,50,2.547248105,3.546483856,711.3262155,3.95486124,0.904028038,21,19.92026391,1,1,0
165610,Georgia,3/2/2024 19:09,Thursday,12:35:58,Rainy,Snowy,0,Street,Roundabout,Pedestrian involved,Motorcycle,Adult,3,2,52,8.64690839,4.730274297,916.505647,8.848860489,0.67697827,29,27.33379608,1,1,0
165611,Mississippi,25/1/2024 2:43,Monday,18:05:21,Snowy,Icy,0,Freeway,Intersection,Side collision,Bicycle,Senior,5,3,56,3.903662443,6.446209579,630.7299602,4.000071088,0.370879184,84,16.94836367,1,1,0
165612,Rhode Island,21/2/2024 10:59,Thursday,6:00:03,Sunny,Icy,1,Highway,Intersection,Run-off-road,Bicycle,Senior,2,3,31,0.558159473,8.119742103,210.1454573,5.211328747,0.583983657,8,20.73956365,0,1,0
165613,Michigan,1/1/2024 0:44,Sunday,5:12:10,Snowy,Dry,0,Urban,Underpass,Cyclist involved,Bicycle,Young Adult,5,2,70,8.588500967,5.516047626,424.9541809,4.464403785,0.362595094,66,25.45103964,1,0,1
165614,Kentucky,16/2/2024 17:51,Thursday,2:58:59,Sunny,Snowy,0,Highway,Intersection,Cyclist involved,Car,Young Adult,5,0,30,6.431705891,0.494170298,625.78195,NA,0.797108704,45,28.06920405,0,1,1
165615,Vermont,13/2/2024 16:28,Thursday,22:49:17,Rainy,Wet,1,Urban,Overpass,Rear-end collision,Motorcycle,Adult,1,1,31,6.050009822,7.765285344,510.3109459,8.741629498,0.523637497,93,17.60873772,1,1,0
165616,Vermont,4/1/2024 14:38,Monday,0:28:56,Rainy,Icy,0,Rural,NA,Rollover,Bicycle,Teenager,1,1,41,7.641571886,1.765396358,744.2144473,3.500966517,0.725146794,74,19.53421453,1,1,1
165617,Oregon,19/1/2024 14:51,Tuesday,20:14:39,Rainy,Wet,1,Street,NA,Cyclist involved,Pedestrian,Adult,1,0,48,7.176940116,2.131748916,867.4011151,3.351214936,0.550547842,28,25.06543137,1,1,0
165618,Rhode Island,1/1/2024 20:48,Tuesday,8:40:08,Sunny,Icy,1,Urban,Intersection,Rollover,Bicycle,Senior,4,1,53,6.494777004,8.630815713,258.0305387,4.045839658,0.502543373,43,9.92964525,0,1,0
165619,Oregon,28/2/2024 14:19,Sunday,6:50:22,Snowy,Snowy,0,Freeway,Intersection,Cyclist involved,Pedestrian,Adult,1,0,57,9.981830365,3.177055736,738.021382,5.713749552,0.984045816,12,23.06478313,1,1,0
165620,Delaware,7/2/2024 11:08,Monday,15:11:02,Stormy,Icy,0,Street,Roundabout,Rollover,Car,Adult,1,3,32,8.898111289,7.133868955,183.3019729,6.576683434,0.725611427,96,15.99426234,1,1,0
165621,West Virginia,26/2/2024 2:19,Saturday,9:26:56,Rainy,Icy,0,Urban,T-Junction,Rear-end collision,Car,Young Adult,2,3,55,3.054340302,5.256747326,558.1249059,6.586597522,0.65044148,34,21.13811753,1,1,1
165622,Mississippi,21/1/2024 10:49,Sunday,5:52:19,Stormy,Wet,1,Urban,Overpass,Side collision,Truck,Senior,1,1,50,7.688548367,2.551749543,112.352782,8.60241304,0.329400799,76,12.29158066,1,1,0
165623,Georgia,2/1/2024 20:35,Wednesday,9:17:13,Snowy,Muddy,1,Freeway,Intersection,Side collision,Bicycle,Teenager,4,3,35,9.346046548,8.258685829,917.0094034,5.68370775,0.520598577,89,23.07380215,1,1,1
165624,Georgia,7/1/2024 10:46,Saturday,12:03:58,Foggy,Icy,1,Urban,NA,Pedestrian involved,Pedestrian,Teenager,3,1,37,4.711727498,0.411106201,124.543892,8.194232254,0.178142656,17,9.298544101,1,1,1
165625,Louisiana,12/2/2024 20:32,Friday,6:10:47,Snowy,Snowy,1,Rural,Crossroads,Run-off-road,Pedestrian,Teenager,1,3,39,6.540651641,4.843207282,129.1412857,NA,0.582871542,2,5.11774634,1,1,1
165626,Alaska,19/2/2024 20:39,Saturday,16:12:00,Snowy,Dry,1,Rural,Crossroads,Pedestrian involved,Pedestrian,Teenager,3,2,66,4.017734388,1.779609425,116.1150692,3.652201067,0.856144993,37,27.55830325,1,0,1
165627,Florida,16/1/2024 20:15,Saturday,0:40:56,Foggy,Icy,0,Rural,Overpass,Side collision,Bicycle,Senior,1,0,41,5.110633316,8.463726072,656.0771129,3.953235275,0.430505302,87,17.7715757,1,1,0
165628,Wyoming,19/1/2024 6:39,Sunday,18:18:45,Rainy,Snowy,1,Urban,Roundabout,Head-on collision,Car,Young Adult,2,1,62,3.502127194,2.210068269,969.9076267,4.565900577,0.483431387,73,17.7715757,1,1,1
165629,Oregon,23/2/2024 16:57,Thursday,10:09:06,Rainy,Muddy,0,Highway,Crossroads,Run-off-road,Car,Young Adult,5,1,32,7.208542618,9.583113833,322.7101758,5.357925912,0.442670725,20,12.45793252,1,1,1
165630,New Hampshire,15/2/2024 18:46,Friday,12:17:36,Stormy,Snowy,0,Street,NA,Head-on collision,Bicycle,Adult,3,2,37,7.873078245,2.893147537,956.6677305,8.978699234,0.12749694,81,22.45715523,1,1,0
165631,Wyoming,20/2/2024 20:58,Sunday,4:33:46,Snowy,Muddy,1,Freeway,Overpass,Side collision,Motorcycle,Adult,3,0,36,5.39285867,4.863259393,946.4890305,5.675229332,0.439028358,65,20.01829582,1,1,0
165632,Nevada,26/1/2024 5:02,Tuesday,23:51:00,Snowy,Muddy,1,Street,Overpass,Head-on collision,Truck,Young Adult,1,2,49,0.649099211,9.961451027,986.196352,9.165228921,0.390018964,25,19.00629316,1,1,1
165633,Florida,7/1/2024 19:30,Sunday,7:20:44,Snowy,Wet,1,Rural,Roundabout,Cyclist involved,Motorcycle,Senior,5,3,64,9.360594275,4.378380895,939.8633347,7.997688848,0.539170355,49,17.85768124,1,1,0
165634,Pennsylvania,5/2/2024 0:47,Tuesday,18:50:54,Stormy,Snowy,0,Street,Overpass,Side collision,Bicycle,Young Adult,3,1,37,6.676523088,3.342765928,912.870537,8.779940361,0.460003851,78,22.21501618,1,1,1
165635,Alabama,5/1/2024 11:25,Sunday,3:36:22,Stormy,Snowy,1,Street,Roundabout,Rear-end collision,Truck,Adult,3,3,44,9.991578133,0.323074778,444.5579617,6.631001207,0.715250135,45,21.68469445,1,1,0
165636,Louisiana,10/1/2024 7:44,Friday,17:26:27,Snowy,Snowy,0,Rural,Crossroads,Cyclist involved,Car,Young Adult,3,3,44,3.660328639,4.826619239,655.5373731,6.104461098,0.35663291,95,23.15595296,1,1,1
165637,Nevada,6/1/2024 14:14,Monday,2:39:28,Foggy,Dry,0,Street,Intersection,Run-off-road,Bicycle,Teenager,1,3,31,6.714208507,5.531510133,946.6034565,7.367084088,0.567305888,87,14.7927122,1,0,1
165638,Texas,6/2/2024 19:32,Friday,7:27:10,Foggy,Icy,1,Urban,Roundabout,Rollover,Bicycle,Adult,5,1,67,5.14435727,0.330413927,551.5297363,4.597551439,0.211817793,27,24.52126805,1,1,0
165639,Oregon,22/2/2024 17:09,Tuesday,11:18:01,Foggy,Icy,1,Street,Overpass,Pedestrian involved,Truck,Young Adult,4,0,48,0.506626166,6.708338592,989.7526641,NA,0.991541345,10,17.12632348,1,1,1
165640,Colorado,26/2/2024 6:25,Monday,20:20:06,Stormy,Dry,0,Urban,T-Junction,Pedestrian involved,Motorcycle,Senior,5,1,65,2.825265717,6.093163086,404.1701531,5.432994875,0.501422534,62,13.47357431,1,0,0
165641,New York,13/2/2024 18:09,Monday,20:29:29,Sunny,Dry,0,Street,Intersection,Run-off-road,Bicycle,Teenager,2,0,70,2.417340277,7.244354748,425.3752234,6.615193048,0.926799854,70,25.77177345,0,0,1
165642,Kentucky,1/2/2024 20:05,Tuesday,18:21:17,Snowy,Icy,0,Urban,NA,Rollover,Motorcycle,Teenager,1,3,54,0.678114023,8.539643786,359.4831443,4.778692739,0.751557186,93,22.31895857,1,1,1
165643,New Mexico,26/1/2024 11:01,Saturday,10:42:44,Snowy,Wet,0,Freeway,Roundabout,Head-on collision,Car,Adult,1,0,47,7.895418662,9.738228707,289.6965406,9.467010336,0.474148428,84,24.65993236,1,1,0
165644,Oregon,27/2/2024 22:07,Thursday,9:46:26,Sunny,Dry,1,Highway,Crossroads,Run-off-road,Car,Young Adult,4,1,65,9.9486755,3.466726307,444.4983446,6.45913598,0.570931561,29,17.7715757,0,0,1
165645,Colorado,8/2/2024 23:56,Friday,14:56:42,Sunny,Wet,0,Street,Underpass,Run-off-road,Truck,Teenager,5,1,63,5.593162467,3.548427828,532.9638037,9.628637932,0.20796134,49,26.67003373,0,1,1
165646,Washington,29/2/2024 1:31,Monday,13:04:18,Foggy,Snowy,1,Urban,Underpass,Head-on collision,Pedestrian,Senior,3,0,52,5.226013007,9.291687481,131.5734441,NA,0.252141875,18,8.096755123,1,1,0
165647,West Virginia,30/1/2024 5:43,Thursday,12:52:14,Sunny,Wet,0,Freeway,T-Junction,Cyclist involved,Car,Adult,1,0,46,1.231179982,1.570027385,325.6761593,7.938274719,0.289146723,95,11.54700464,0,1,0
165648,Montana,1/2/2024 18:59,Monday,8:51:51,Stormy,Icy,0,Street,Intersection,Side collision,Pedestrian,Young Adult,5,1,39,4.675636066,6.860102982,336.9768137,7.427999262,0.260799504,82,26.27954899,1,1,1
165649,Hawaii,26/1/2024 21:19,Wednesday,21:36:57,Rainy,Snowy,0,Highway,Roundabout,Head-on collision,Motorcycle,Teenager,3,3,53,1.002539242,3.444741518,744.0221304,7.948365471,0.466002849,95,24.60056725,1,1,1
165650,Arkansas,18/1/2024 5:26,Saturday,1:55:36,Foggy,Muddy,0,Freeway,T-Junction,Side collision,Truck,Senior,1,1,49,7.838228917,4.337144182,217.8971561,7.302481828,0.509541751,24,13.70350357,1,1,0
165651,Texas,28/2/2024 8:04,Sunday,1:35:32,Snowy,Wet,0,Freeway,T-Junction,Rollover,Truck,Senior,4,2,35,2.786392015,7.196654998,562.1195342,4.251101546,0.727366335,56,26.22151137,1,1,0
165652,North Dakota,13/2/2024 4:32,Thursday,6:54:31,Foggy,Dry,0,Urban,Overpass,Rear-end collision,Bicycle,Teenager,4,0,44,6.183944137,5.372252944,474.1279543,4.562437646,0.774812465,93,7.61781415,1,0,1
165653,Louisiana,5/1/2024 16:18,Sunday,21:39:19,Foggy,Dry,1,Rural,Intersection,Cyclist involved,Truck,Teenager,3,0,50,4.282830516,9.501149855,844.6527077,3.348786258,0.947061829,83,23.12663322,1,0,1
165654,New Jersey,27/1/2024 7:52,Wednesday,8:43:51,Rainy,Wet,0,Highway,Roundabout,Head-on collision,Car,Teenager,5,3,39,1.352031159,3.78337809,440.4240283,9.514061062,0.231691549,49,17.7715757,1,1,1
165655,Massachusetts,13/1/2024 4:16,Thursday,19:29:09,Rainy,Dry,1,Freeway,Intersection,Run-off-road,Motorcycle,Senior,5,2,51,7.791083842,2.411272328,175.9067125,6.013577751,0.485304123,70,18.52870013,1,0,0
165656,Kansas,10/1/2024 5:00,Wednesday,7:33:39,Stormy,Snowy,1,Highway,Crossroads,Run-off-road,Truck,Teenager,4,1,64,3.244303652,6.879630017,346.5914174,3.159675526,0.618853547,56,23.25372094,1,1,1
165657,Georgia,3/1/2024 23:35,Saturday,14:21:07,Stormy,Muddy,0,Highway,Roundabout,Rollover,Truck,Teenager,3,1,50,2.533093605,7.477164048,484.6488732,5.868053309,0.162090757,41,7.80776772,1,1,1
165658,Idaho,3/1/2024 7:56,Saturday,22:41:03,Snowy,Icy,1,Street,Overpass,Run-off-road,Motorcycle,Adult,1,0,50,0.321836268,4.141244487,389.0674252,3.509089832,0.342834629,34,9.736509478,1,1,0
165659,Alaska,25/2/2024 0:00,Tuesday,2:13:06,Rainy,Snowy,0,Freeway,Intersection,Side collision,Truck,Teenager,4,1,60,2.502132558,4.606370697,406.6149845,9.311040989,0.49134479,24,9.336376392,1,1,1
